datetime,sentiment,numNews
2021-04-29,0.8749,1
2021-05-03,0.21075,1
2021-05-06,0.2287,1
2021-05-07,0.42775,1
2021-05-08,0.0,1
2021-05-09,0.26685,1
2021-05-11,-0.26335,1
2021-05-12,0.1909,1
2021-05-13,-0.16215,2
2021-05-14,-0.10115,1
2021-05-17,-0.2834,2
2021-05-19,0.08552499999999999,4
2021-05-20,-0.00969374999999999,48
2021-05-21,-0.04045151515151514,33
2021-05-22,0.15295000000000003,2
