datetime,sentiment,numNews
2021-04-27,0.0,1
2021-05-02,-0.1591,1
2021-05-13,-0.149425,2
2021-05-15,-0.21935,1
2021-05-20,-0.15965000000000001,2
2021-05-21,-0.4019,1
2021-05-22,0.5319,1
